sid,protocol,options,contents
2019126,http,4,2
2019140,http,5,3
2011311,http,3,2
2011312,http,11,9
2011375,http,2,1
2012321,http,3,1
2012542,http,2,1
2012593,http,2,1
2012737,http,2,1
2012896,http,2,1
2012897,http,2,1
2012898,http,2,1
2012899,http,2,1
2013015,http,2,1
2013123,http,2,1
2013927,http,2,1
2013928,http,2,1
2013926,http,3,2
2013931,http,2,1
2019366,http,3,1
2019383,udp,4,1
2019387,tls,7,3
2008575,http,11,3
2019416,tcp,6,1
2019415,tcp,6,1
2100208,udp,4,1
2019614,http,3,1
2019615,smtp,2,1
2019616,smtp,2,1
2019617,smtp,2,1
2019618,http,2,1
2019619,smtp,2,1
2019620,smtp,2,1
2019737,http,5,2
2019825,http,4,2
2014382,tcp,5,2
2019746,tcp,7,2
2014130,tcp,5,1
2017120,udp,4,1
2013300,tcp,7,3
2019914,http,4,1
2020105,http,4,2
2020106,http,4,2
2020195,http,7,4
2020202,http,5,2
2020324,http,4,2
2020386,http,4,1
2019898,http,7,5
2020415,http,3,1
2020416,http,3,1
2020578,http,4,2
2020579,http,4,2
2020580,http,5,3
2003864,tcp,3,1
2014997,http,5,3
2020634,tcp,13,3
2020635,tcp,13,3
2020636,tcp,13,3
2020637,tcp,13,3
2020673,tcp,13,3
2020675,tcp,13,3
2020676,tcp,13,3
2020677,tcp,13,3
2020678,tcp,13,3
2020679,tcp,13,3
2020680,tcp,13,3
2020681,tcp,13,3
2020682,tcp,13,3
2020672,tcp,13,3
2020674,tcp,13,3
2020804,http,2,1
2020805,tls,6,2
2020830,http,7,4
2020831,http,2,1
2009706,tcp,5,2
2020914,http,5,2
2020973,http,13,3
2010067,http,5,3
2021120,http,6,3
2021205,http,6,4
2021162,http,6,3
2021250,http,4,2
2021371,http,3,1
2021511,http,5,4
2021533,tcp,3,1
2021550,http,5,3
2021886,http,3,1
2013929,http,2,1
2013932,http,2,1
2013930,http,2,1
2013933,http,2,1
2009475,http,5,1
2010578,tcp,3,1
2010579,tcp,3,1
2010580,tcp,3,1
2021983,http,13,4
2016067,http,3,1
2022222,http,3,1
2022296,http,5,2
2022297,http,5,2
2022299,tcp,2,1
2022218,tls,6,2
2022325,tcp,14,2
2022326,tcp,14,2
2022368,http,4,1
2022405,http,3,1
2001331,tcp,7,2
2001329,tcp,7,2
2022533,http,11,6
2022583,tcp,8,1
2022584,tcp,6,1
2022585,tcp,6,1
2022586,tcp,6,1
2022587,tcp,6,1
2022588,tcp,6,1
2011507,http,8,3
2017871,tcp,8,4
2022687,http,3,1
2022679,http,15,10
2002729,tcp,3,0
2022738,http,4,2
2022342,http,11,6
2000349,tcp,4,2
2022815,http,8,3
2022892,http,4,2
2100615,tcp,2,0
2022973,udp,4,2
2013800,udp,5,2
2013801,udp,5,2
2022520,http,7,3
2007695,http,4,3
2023469,http,8,3
2023514,http,11,8
2001407,tcp,7,2
2001408,tcp,7,2
2014313,http,9,3
2000348,tcp,5,1
2019240,http,5,1
2000418,tcp,6,2
2023873,udp,6,2
2023874,http,3,2
2023520,http,4,2
2022123,http,3,1
2017927,http,4,1
2015015,http,5,3
2012955,http,2,1
2011871,http,3,2
2010972,http,3,2
2010969,http,2,1
2018789,tcp,7,2
2003481,tcp,4,1
2003482,tcp,4,1
2003055,ftp,3,1
2022886,tcp,18,5
2021195,http,4,2
2024526,http,9,5
2019613,http,4,2
2012849,http,3,2
2024785,tls,2,1
2024787,tls,2,1
2024830,dns,1,1
2024832,tls,3,1
2010781,tcp,2,1
2011800,http,8,6
2003479,tcp,3,1
2013936,tcp,4,1
2025008,tcp,6,1
2025009,tcp,8,2
2021378,http,3,1
2021438,http,4,3
2011540,tls,2,1
2014304,http,2,1
2015878,http,3,2
2018170,http,4,2
2013224,http,8,7
2015686,tls,29,8
2021600,http,3,1
2022082,http,2,1
2011374,http,2,1
2021997,http,4,2
2014092,http,2,1
2014091,http,4,2
2013170,http,3,1
2012522,dns,1,1
2012827,http,2,1
2012694,http,2,1
2014123,http,3,2
2015576,dns,1,1
2022045,dns,1,1
2020116,dns,1,1
2013030,http,3,1
2018919,http,2,1
2022551,tls,3,2
2019512,tls,2,1
2024786,tls,2,1
2018918,dns,1,1
2023518,dns,1,1
2020565,dns,1,1
2016871,http,5,3
2012870,http,2,1
2023517,dns,1,1
2023516,dns,1,1
2017926,dns,1,1
2012810,http,5,3
2020716,http,4,2
2008570,http,2,1
2014799,http,5,2
2023472,dns,1,1
2024527,dns,1,1
2024833,tls,2,1
2024788,tls,2,1
2022351,http,3,1
2017928,tls,2,1
2024831,dns,1,1
2017933,http,3,1
2011719,http,3,1
2020475,http,8,4
2025095,dns,1,1
2025096,dns,1,1
2013256,http,2,1
2013290,http,5,3
2025116,http,8,6
2025117,http,15,6
2025138,dns,1,1
2025139,tls,2,1
2025133,dns,1,1
2025134,http,9,6
2025150,http,6,2
2025149,http,5,2
2025154,dns,1,1
2000419,tcp,8,2
2011581,http,4,1
2011584,http,4,1
2025315,tls,6,3
2025319,tls,8,2
2025320,tls,8,2
2025331,tls,6,2
2025446,dns,1,1
2025449,dns,1,1
2025451,dns,1,1
2016754,http,2,1
2025536,tls,2,1
2021089,http,5,4
2024721,http,10,4
2025582,tls,2,1
2024779,dns,1,1
2025584,http,3,1
2024792,tcp-pkt,12,8
2010066,http,7,6
2014381,http,3,2
2025714,tcp,6,2
2025699,tcp,12,3
2025700,tcp,6,2
2025701,tcp,10,3
2025702,tcp,9,3
2025703,tcp,13,4
2025704,tcp,6,2
2025705,tcp,10,3
2025706,tcp,6,2
2025707,tcp,10,3
2025708,tcp,6,2
2025709,tcp,10,3
2025710,tcp,6,2
2025711,tcp,10,3
2025712,tcp,6,2
2025713,tcp,10,3
2025518,http,6,2
2025314,http,4,1
2025720,smb,12,4
2025722,smb,9,3
2025723,smb,12,4
2025724,smb,9,3
2025725,smb,6,2
2008985,http,2,1
2008986,http,3,2
2008987,http,4,2
2008988,tcp,3,2
2008989,tcp,3,2
2025920,http,2,1
2009020,http,3,2
2017398,http,3,1
2025980,tcp,2,1
2025330,tls,2,1
2026216,http,7,5
2008975,http,7,6
2011582,http,6,2
2026526,tcp,4,1
2026537,http,13,3
2026561,http,8,5
2013491,udp,2,1
2013490,udp,2,1
2026718,http,6,3
2026742,dns,1,1
2026743,tls,2,1
2026750,tcp,3,1
2026761,http,6,3
2026808,tls,2,1
2026809,dns,1,1
2026810,dns,1,1
2026811,tls,2,1
2012647,tls,7,2
2026849,http,4,2
2014297,http,6,2
2026867,dns,1,1
2026868,http,5,4
2026882,tls,3,2
2026879,smb,7,2
2026892,tls,2,1
2026896,tls,2,1
2026897,tls,2,1
2026908,http,3,2
2026909,http,3,2
2025721,smb,9,3
2027026,dns,1,1
2014170,http,2,1
2006402,http,6,3
2006380,http,6,3
2026486,dns,3,1
2026487,tls,4,1
2027146,http,4,3
2027152,smtp,4,1
2024379,http,8,2
2014726,http,7,2
2027168,tcp,6,2
2027169,tcp,9,3
2027170,tcp,11,4
2027171,tcp,11,4
2027172,tcp,9,3
2027173,tcp,9,3
2027174,tcp,6,2
2027176,tcp,6,2
2027178,tcp,6,2
2027179,tcp,6,2
2027175,tcp,6,2
2027183,tcp,6,2
2027184,tcp,6,2
2027185,tcp,6,2
2027186,tcp,6,2
2027187,tcp,8,3
2027188,tcp,8,3
2027191,tcp,12,4
2027192,tcp,11,3
2027193,tcp,5,3
2019980,http,4,2
2027201,tcp,7,2
2027199,dns,1,1
2027200,tls,3,2
2025726,smb,6,2
2027180,smb,6,2
2027181,smb,6,2
2027182,smb,6,2
2027202,smb,6,2
2025719,smb,6,2
2027203,smb,6,2
2027204,smb,6,2
2027205,smb,6,2
2027206,smb,6,2
2027274,tls,7,3
2027240,tls,5,2
2027242,tls,5,2
2027243,tls,5,2
2027244,tls,5,2
2027246,tls,5,2
2027247,tls,5,2
2027248,tls,5,2
2027275,tls,7,3
2027241,tls,7,3
2018959,http,11,2
2027285,dns,1,1
2027177,tcp,6,2
2027316,tcp-pkt,12,8
2027338,http,15,5
2027372,http,3,1
2014380,http,3,2
2027373,dns,1,1
2027391,http,3,2
2027397,udp,5,1
2027412,tcp,13,3
2027413,tcp,12,3
2027430,http,4,2
2027245,tls,6,3
2016870,http,11,9
2027703,tcp,7,2
2027695,tls,3,1
2013031,http,6,4
2027733,dns,2,1
2019401,http,6,2
2027760,tls,2,1
2027765,http,4,2
2027761,tls,3,1
2027766,tcp,4,1
2027786,http,5,3
2027860,http,4,2
2027249,tls,11,5
2027905,http,6,3
2027915,http,4,3
2027918,tls,2,1
2027919,tls,2,1
2017925,dns,2,1
2014939,dns,1,1
2014941,dns,1,1
2016586,dns,1,1
2018875,dns,2,1
2014277,dns,2,1
2019988,dns,1,1
2020189,dns,2,1
2020190,dns,2,1
2020191,dns,2,1
2020192,dns,2,1
2020193,dns,2,1
2020194,dns,2,1
2020417,dns,2,1
2022641,dns,1,1
2022642,dns,1,1
2022643,dns,1,1
2019981,dns,1,1
2019982,dns,1,1
2019983,dns,1,1
2020107,dns,1,1
2020108,dns,1,1
2020109,dns,1,1
2020110,dns,1,1
2020111,dns,1,1
2020112,dns,1,1
2020113,dns,1,1
2020114,dns,1,1
2020115,dns,1,1
2020117,dns,1,1
2020118,dns,1,1
2020119,dns,1,1
2020120,dns,1,1
2020121,dns,1,1
2020122,dns,1,1
2020123,dns,1,1
2020124,dns,1,1
2020125,dns,1,1
2020127,dns,1,1
2020128,dns,1,1
2020129,dns,1,1
2020130,dns,1,1
2020131,dns,1,1
2020132,dns,1,1
2020134,dns,1,1
2020135,dns,1,1
2020136,dns,1,1
2020137,dns,1,1
2020138,dns,1,1
2020139,dns,1,1
2020140,dns,1,1
2020141,dns,1,1
2020142,dns,1,1
2020143,dns,1,1
2020144,dns,1,1
2020145,dns,1,1
2020146,dns,1,1
2020147,dns,1,1
2020183,dns,1,1
2020184,dns,1,1
2020185,dns,1,1
2020186,dns,1,1
2020211,dns,1,1
2020374,dns,1,1
2020375,dns,1,1
2020376,dns,1,1
2020377,dns,1,1
2020390,dns,1,1
2020391,dns,1,1
2020395,dns,1,1
2020400,dns,1,1
2020401,dns,1,1
2020402,dns,1,1
2020404,dns,1,1
2020405,dns,1,1
2020406,dns,1,1
2020574,dns,1,1
2020577,dns,1,1
2020617,dns,2,1
2020618,dns,1,1
2020619,dns,1,1
2020620,dns,1,1
2020639,dns,1,1
2020640,dns,1,1
2020641,dns,1,1
2020642,dns,1,1
2020686,dns,1,1
2020703,dns,1,1
2020704,dns,1,1
2021190,dns,1,1
2021191,dns,1,1
2022041,dns,1,1
2022042,dns,1,1
2022043,dns,1,1
2022044,dns,1,1
2022046,dns,1,1
2022645,dns,1,1
2022646,dns,1,1
2023515,dns,2,1
2023519,dns,2,1
2023597,dns,1,1
2024662,dns,1,1
2020126,dns,1,1
2020133,dns,1,1
2020430,dns,1,1
2022332,dns,1,1
2022644,dns,1,1
2024665,dns,1,1
2024789,dns,2,1
2018876,dns,1,1
2027941,dns,2,1
2027942,dns,1,1
2027943,dns,1,1
2010645,http,4,2
2027671,tls,3,1
2101936,tcp,3,1
2101937,tcp,3,1
2101938,tcp,3,1
2101635,tcp,3,1
2101634,tcp,3,1
2102250,tcp,3,1
2102122,tcp,3,1
2102121,tcp,3,1
2102112,tcp,3,1
2102111,tcp,3,1
2102110,tcp,3,1
2102109,tcp,3,1
2102108,tcp,3,1
2100286,tcp,2,1
2100287,tcp,2,1
2100288,tcp,2,1
2100289,tcp,2,1
2102409,tcp,3,1
2102666,tcp,3,1
2101866,tcp,3,1
2102005,udp,14,4
2102006,tcp,15,4
2102007,tcp,12,3
2102014,tcp,11,3
2102015,udp,10,3
2102016,tcp,15,4
2102017,udp,14,4
2102018,tcp,11,3
2102019,udp,10,3
2102020,tcp,11,3
2102021,udp,10,3
2102022,tcp,11,3
2102025,udp,14,3
2102026,tcp,15,3
2101950,udp,10,3
2101951,tcp,11,3
2101952,udp,10,3
2101957,udp,10,3
2101958,tcp,11,3
2101959,udp,14,4
2101960,tcp,15,4
2101961,udp,14,4
2101962,tcp,15,4
2101963,udp,13,3
2101964,udp,13,3
2101965,tcp,14,3
2101949,tcp,11,3
2101922,tcp,11,3
2101923,udp,10,3
2101925,tcp,11,3
2101907,udp,13,3
2101908,tcp,14,3
2101909,tcp,15,3
2101912,tcp,16,3
2101913,udp,13,3
2101914,tcp,14,3
2101915,udp,13,3
2101916,tcp,14,3
2101891,tcp,15,4
2101867,udp,1,1
2101746,udp,14,4
2101747,tcp,15,4
2101732,udp,14,4
2101733,tcp,15,4
2101926,udp,10,3
2101924,udp,10,3
2101281,udp,10,3
2101277,udp,14,4
2102256,udp,10,3
2102255,tcp,11,3
2102185,udp,13,3
2102184,tcp,14,3
2102114,tcp,8,3
2102104,tcp,3,1
2102095,tcp,14,3
2102094,udp,13,3
2102093,tcp,14,3
2102088,udp,15,4
2102084,tcp,11,3
2102083,udp,10,3
2102082,tcp,15,4
2102081,udp,14,4
2102080,tcp,15,4
2102079,udp,14,4
2102036,tcp,15,4
2102035,udp,14,4
2102033,udp,10,3
2102032,tcp,11,3
2102031,udp,10,3
2102030,tcp,16,3
2102029,udp,15,3
2102028,tcp,14,3
2102027,udp,13,3
2102578,udp,4,2
2102579,tcp,6,2
2101274,tcp,15,4
2100569,tcp,14,3
2100585,udp,14,4
2100589,udp,14,4
2100590,udp,14,4
2100591,tcp,15,4
2100593,tcp,15,4
2100595,tcp,15,4
2100598,tcp,11,3
2100601,tcp,2,1
2100605,tcp,2,1
2100611,tcp,2,1
2100574,tcp,11,3
2100575,udp,14,4
2100576,udp,14,4
2100577,udp,14,4
2100578,udp,14,4
2101280,udp,10,3
2100579,udp,14,4
2100580,udp,14,4
2100581,udp,14,4
2100582,udp,14,4
2100583,udp,14,4
2100584,udp,14,4
2100586,udp,14,4
2101279,udp,14,4
2100587,udp,14,4
2100588,udp,14,4
2101271,tcp,15,4
2101265,tcp,15,4
2101269,tcp,15,4
2101275,tcp,15,4
2101262,tcp,15,4
2101270,tcp,15,4
2101273,tcp,15,4
2101268,tcp,15,4
2101263,tcp,15,4
2101267,tcp,15,4
2101272,tcp,15,4
2101276,tcp,15,4
2101264,tcp,15,4
2011976,tcp,11,3
2012096,tcp,9,3
2012787,http,6,2
2013120,tcp,4,2
2013735,http,12,4
2013734,http,13,5
2013733,http,13,5
2013732,http,13,5
2013878,http,13,5
2013879,http,13,5
2013736,http,12,4
2013730,http,14,6
2013731,http,7,3
2013074,tcp,4,2
2013235,tcp,4,2
2008542,tcp,3,0
2026003,tcp,13,5
2026005,tcp,5,2
2010371,tcp,6,2
2010372,udp,2,1
2008414,udp,3,1
2010642,tcp,6,2
2010643,tcp,6,2
2007802,tcp,4,2
2000575,icmp,4,1
2008560,udp,3,1
2009286,tcp,4,1
2001906,tcp,9,2
2002842,tcp,9,2
2010493,tcp,6,2
2000537,tcp,6,0
2000536,ip,3,0
2000538,tcp,5,0
2000540,tcp,5,0
2000543,tcp,6,0
2000544,tcp,6,0
2000546,tcp,6,0
2009767,udp,3,1
2009768,udp,2,1
2008179,tcp,6,2
2008578,udp,2,1
2011766,udp,2,1
2008092,tcp,5,2
2008093,tcp,5,2
2008312,http,6,2
2011089,http,2,1
2011721,http,2,1
2003634,http,2,1
2009483,http,4,1
2008729,http,3,1
2009477,http,4,1
2009040,http,6,2
2009041,http,5,2
2009042,http,5,2
2009043,http,5,2
2009044,http,5,2
2009769,http,4,2
2008598,udp,2,1
2008609,udp,3,1
2008610,udp,2,1
2008605,http,4,1
2008094,udp,5,2
2008526,udp,3,1
2008568,udp,5,3
2008577,udp,5,2
2011027,http,3,1
2009884,http,4,1
2009885,http,4,1
2010768,http,2,1
2010960,http,2,1
2008417,http,8,3
2003870,http,5,2
2008640,udp,3,2
2008537,http,7,3
2009749,http,4,1
2011808,http,3,1
2009832,tcp,5,2
2011914,tcp,3,1
2009646,tcp,3,1
2011975,tcp,3,1
2011974,tcp,4,2
2012077,tcp,2,1
2008579,udp,5,2
2008641,udp,4,2
2012204,udp,2,1
2011809,http,6,4
2012606,http,2,1
2011924,http,2,1
2101918,icmp,3,1
2012754,http,4,2
2100478,icmp,4,0
2100465,icmp,3,1
2100483,icmp,3,1
2100372,icmp,3,1
2100469,icmp,2,0
2100484,icmp,3,1
2100471,icmp,5,0
2100474,icmp,3,1
2100476,icmp,3,1
2101638,tcp,2,1
2100637,udp,1,1
2013171,http,2,1
2013263,ftp,3,1
2013264,ftp,4,2
2101541,tcp,2,1
2013116,http,7,3
2007757,http,2,1
2009159,http,3,1
2013472,http,2,1
2100528,ip,0,0
2100527,ip,0,0
2013778,http,3,2
2008187,http,3,1
2013791,http,4,2
2013792,tcp,4,2
2100333,tcp,2,1
2103151,tcp,3,1
2100332,tcp,2,1
2100321,tcp,2,1
2100331,tcp,3,1
2100329,tcp,3,1
2100324,tcp,2,1
2100325,tcp,2,1
2100330,tcp,2,1
2100323,tcp,2,1
2100322,tcp,2,1
2100353,tcp,2,1
2008654,http,7,3
2014022,http,2,1
2011497,http,4,1
2013492,http,5,2
2009154,http,2,1
2008455,http,4,1
2008454,http,4,1
2008453,http,4,1
2102585,http,2,1
2008606,udp,5,2
2009298,icmp,7,2
2009476,http,4,2
2013416,http,8,4
2013249,http,4,1
2014893,tcp,1,0
2013779,http,4,1
2015484,http,4,1
2015552,tcp,4,1
2100623,tcp,4,0
2100625,tcp,2,0
2100626,tcp,4,1
2100627,tcp,5,1
2100628,tcp,3,0
2101228,tcp,2,0
2100629,tcp,2,0
2100989,http,2,1
2100613,tcp,4,0
2100624,tcp,2,0
2100612,udp,10,3
2100617,tcp,2,1
2102230,http,6,2
2101133,tcp,5,1
2101139,tcp,2,1
2101099,http,2,1
2101102,tcp,2,1
2100619,tcp,3,0
2003924,http,7,2
2012936,http,3,1
2009218,http,4,2
2009555,http,3,1
2002664,http,4,1
2009358,http,3,1
2015702,http,2,1
2010715,http,4,1
2008228,http,4,1
2011716,udp,2,1
2015754,udp,2,1
2014541,http,2,1
2012755,http,5,2
2015940,http,3,1
2015986,tcp,5,1
2016222,http,4,2
2008415,http,2,1
2008529,http,2,1
2011029,http,3,1
2100467,icmp,5,1
2013473,http,14,6
2017142,http,3,1
2017161,tcp,4,1
2017162,udp,3,1
2011031,http,5,2
2011032,http,5,2
2011033,http,5,2
2017615,http,3,1
2017616,http,3,1
2008416,http,3,2
2017950,http,7,5
2002677,http,3,1
2009582,tcp,6,0
2009583,tcp,6,0
2009584,tcp,6,0
2018317,tcp,3,1
2018318,tcp,3,2
2003171,http,3,1
2000545,tcp,6,0
2018489,udp,7,3
2018754,http,5,1
2018782,http,5,2
2018800,http,3,1
2010953,http,3,1
2016763,tcp,1,0
2008362,http,2,1
2009038,tcp,5,2
2009039,http,5,2
2009158,http,2,1
2009359,http,2,1
2009480,http,5,2
2009827,http,2,1
2009833,http,6,3
2009882,http,2,1
2009883,http,2,1
2010215,http,2,1
2010343,http,2,1
2010508,http,3,1
2010956,http,5,4
2010954,http,3,2
2011028,http,6,3
2011088,tcp,6,2
2011389,http,3,2
2011720,http,3,2
2011887,tcp,4,1
2011915,tcp,3,1
2012937,http,2,1
2011390,http,3,2
2011367,tcp,1,0
2011368,tcp,1,0
2016032,http,2,1
2016033,http,5,3
2019963,http,3,1
2009481,http,6,2
2020853,tcp,5,1
2010686,icmp,3,1
2006546,ssh,5,2
2002383,tcp,6,1
2021023,tcp,11,3
2021024,tcp,7,2
2021058,http,4,2
2011034,http,3,2
2001219,tcp,3,0
2002910,tcp,3,0
2002911,tcp,3,0
2002992,tcp,3,0
2002993,tcp,3,0
2002994,tcp,3,0
2002995,tcp,3,0
2003068,tcp,3,0
2021949,http,13,6
2014869,http,4,1
2022240,http,7,5
2022243,http,4,1
2018755,http,6,3
2022579,tcp,10,3
2022580,tcp,6,2
2022581,tcp,10,3
2001553,tcp,3,0
2001904,tcp,3,0
2002973,tcp,3,0
2008230,tcp,3,0
2023510,tcp,13,5
2023687,http,4,1
2023688,http,4,1
2023753,tcp,7,3
2003869,http,5,2
2010681,icmp,3,1
2010494,tcp,6,1
2001569,tcp,3,0
2001579,tcp,3,0
2001580,tcp,3,0
2001581,tcp,3,0
2001582,tcp,3,0
2001583,tcp,3,0
2001972,tcp,3,0
2010087,http,6,2
2010088,http,6,2
2010089,http,5,2
2010641,icmp,3,1
2013479,tcp,3,0
2024364,http,2,1
2024843,http,3,1
2012726,http,2,1
2008186,http,3,1
2008538,http,4,1
2019876,ssh,3,1
2010939,tcp,3,0
2010938,tcp,3,0
2010937,tcp,3,0
2010936,tcp,3,0
2010935,tcp,3,0
2025461,http,2,1
2003466,http,3,1
2025760,http,3,2
2025780,http,5,3
2025822,udp,2,1
2026008,http,3,2
2026015,http,3,2
2026464,http,4,3
2026463,smtp,3,1
2010019,http,6,5
2008571,http,3,1
2008627,http,6,4
2011030,http,3,1
2008628,http,3,2
2008617,http,4,2
2008629,http,4,2
2008311,http,2,0
2009220,http,5,2
2009217,tcp,4,2
2009479,http,4,2
2009246,tcp,5,2
2009285,udp,4,2
2009247,tcp,5,2
2009284,udp,4,2
2009248,tcp,9,4
2009283,udp,8,4
2009249,tcp,8,3
2009282,udp,7,3
2009250,tcp,8,3
2009281,udp,7,3
2009251,tcp,14,5
2009280,udp,13,5
2009252,tcp,8,3
2009279,udp,7,3
2009253,tcp,8,3
2009278,udp,7,3
2009254,tcp,8,3
2009277,udp,7,3
2009255,tcp,11,4
2009276,udp,10,4
2009256,tcp,5,2
2009275,udp,4,2
2009257,tcp,8,3
2009274,udp,7,3
2009258,tcp,8,3
2009273,udp,7,3
2009259,tcp,8,3
2009272,udp,7,3
2009260,tcp,8,3
2009271,udp,7,3
2009261,tcp,11,4
2009270,udp,10,4
2009262,tcp,8,3
2009269,udp,7,3
2009263,tcp,11,4
2009268,udp,10,4
2009264,tcp,8,3
2009267,udp,7,3
2009265,tcp,5,2
2009266,udp,4,2
2010383,ip,1,1
2010392,ip,1,1
2010423,ip,1,1
2010424,ip,1,1
2010425,ip,1,1
2010426,ip,1,1
2010427,ip,1,1
2010428,ip,1,1
2010429,ip,1,1
2010430,ip,1,1
2010431,ip,1,1
2010432,ip,1,1
2010433,ip,1,1
2010434,ip,1,1
2010437,ip,1,1
2010435,ip,1,1
2010436,ip,1,1
2002903,tcp,6,2
2002904,tcp,2,1
2002905,tcp,2,1
2002906,tcp,10,3
2002907,tcp,6,2
2002908,tcp,6,2
2003173,tcp,7,3
2003174,tcp,7,3
2010385,ip,1,1
2010386,ip,1,1
2010387,ip,1,1
2010388,ip,1,1
2010389,ip,1,1
2010390,ip,1,1
2010391,ip,1,1
2010393,ip,1,1
2010394,ip,1,1
2010395,ip,1,1
2010396,ip,1,1
2010397,ip,1,1
2010398,ip,1,1
2010399,ip,1,1
2010400,ip,1,1
2010401,ip,1,1
2010402,ip,1,1
2010403,ip,1,1
2010404,ip,1,1
2010405,ip,1,1
2010406,ip,1,1
2010407,ip,1,1
2010409,ip,1,1
2010410,ip,1,1
2010411,ip,1,1
2010412,ip,1,1
2010413,ip,1,1
2010414,ip,1,1
2010415,ip,1,1
2010416,ip,1,1
2010417,ip,1,1
2010418,ip,1,1
2010419,ip,1,1
2010420,ip,1,1
2010421,ip,1,1
2011803,tcp,12,6
2011804,udp,8,3
2012120,tcp,3,1
2012196,http,12,6
2012197,http,12,6
2012112,http,2,1
2012110,http,2,1
2012253,http,3,1
2012256,http,3,1
2012510,http,11,5
2012534,http,7,3
2012535,http,7,3
2100640,ip,1,1
2012925,http,7,2
2012963,http,2,1
2012969,http,7,2
2012970,http,7,2
2013145,http,3,1
2013146,http,3,1
2013147,http,3,1
2013148,http,4,1
2013279,http,3,1
2013278,http,3,1
2013277,http,3,1
2013276,http,3,1
2013275,http,3,1
2013274,http,3,1
2013273,http,3,1
2013271,http,3,1
2013270,http,3,1
2013269,http,3,1
2013319,http,15,4
2013320,http,7,2
2012254,http,2,1
2012255,http,2,1
2012257,http,2,1
2012258,http,2,1
2012259,http,2,1
2012962,http,2,1
2012964,http,2,1
2012965,http,2,1
2012966,http,2,1
2012967,http,2,1
2012968,http,2,1
2011346,http,8,3
2013272,http,19,5
2102313,ip,1,1
2102312,ip,1,1
2100638,ip,1,1
2100639,ip,1,1
2100641,ip,1,1
2100642,ip,1,1
2100643,ip,1,1
2100644,ip,1,1
2100645,ip,1,1
2100646,ip,1,1
2100647,ip,1,1
2100649,ip,1,1
2100650,ip,1,1
2100651,ip,1,1
2100652,ip,1,1
2100691,tcp,3,1
2101424,ip,2,1
2101390,ip,1,1
2101324,tcp,2,1
2101326,tcp,2,1
2013268,http,2,1
2016714,http,4,1
2016715,http,4,1
2012111,http,3,1
2017345,http,3,1
2100648,ip,2,1
2100653,ip,1,1
2012089,udp,2,1
2102314,ip,1,1
2012088,tcp,2,1
2024057,ip,2,1
2024058,ip,2,1
2024065,ip,3,2
2025695,ip,1,1
2012087,udp,1,1
2012091,udp,1,1
2012093,udp,1,1
2012092,tcp,2,1
2012090,tcp,2,1
2012252,http,2,1
2012054,tcp,5,2
2012135,tcp,6,3
2012986,tcp,2,1
2102275,tcp,4,1
2102590,tcp,4,2
2100567,tcp,3,1
2100721,tcp,6,2
2100631,tcp,2,1
2101450,tcp,4,2
2100632,tcp,2,1
2100659,tcp,4,2
2100660,tcp,6,2
2100672,tcp,6,2
2101446,tcp,6,2
2100654,tcp,5,2
2102259,tcp,5,2
2018144,smtp,3,1
2019340,smtp,3,1
2019407,smtp,3,1
2019408,smtp,3,1
2019409,smtp,2,1
2019410,smtp,2,1
2019411,smtp,2,1
2019406,smtp,3,1
2012985,tcp,2,1
2012984,tcp,2,1
2023255,tcp,7,2
2012982,smtp,2,1
2012983,smtp,2,1
2002880,udp,4,1
2002881,udp,6,1
2002882,udp,4,1
2002926,udp,4,1
2002927,udp,6,1
2002928,udp,4,1
2011011,udp,1,1
2011012,tcp,2,1
2011013,udp,1,1
2011014,tcp,2,1
2101892,udp,3,1
2101893,udp,3,1
2101413,udp,2,1
2101411,udp,2,1
2101417,udp,0,0
2101420,tcp,1,0
2101427,udp,2,1
2101419,udp,0,0
2101415,udp,0,0
2101416,udp,0,0
2101422,udp,3,1
2100516,udp,2,1
2101409,udp,2,1
2101414,tcp,2,1
2101412,tcp,2,1
2101418,tcp,1,0
2015856,udp,2,1
2015959,udp,2,1
2016178,udp,11,3
2016179,udp,14,3
2016180,udp,12,3
2016181,udp,13,3
2100227,udp,2,1
2027890,udp,4,1
2008909,tcp,2,1
2102003,udp,5,4
2101775,tcp,2,1
2101776,tcp,2,1
2101698,tcp,2,1
2101674,tcp,2,1
2101673,tcp,2,1
2103152,tcp,3,1
2102329,udp,8,3
2102049,udp,2,1
2102576,tcp,3,1
2102599,tcp,4,1
2101675,tcp,4,3
2100677,tcp,2,1
2100678,tcp,2,1
2100680,tcp,3,1
2100683,tcp,2,1
2100684,tcp,2,1
2100685,tcp,2,1
2100688,tcp,2,1
2100690,tcp,3,1
2100692,tcp,2,1
2100693,tcp,2,1
2100694,tcp,2,1
2103273,tcp,3,1
2102703,http,7,3
2102699,tcp,3,1
2102698,tcp,4,2
2102678,tcp,4,1
2102680,tcp,4,1
2102697,tcp,4,1
2102708,tcp,4,1
2102709,tcp,4,1
2102652,tcp,4,1
2102711,tcp,4,1
2102712,tcp,4,1
2102713,tcp,4,1
2102714,tcp,4,1
2102715,tcp,4,1
2102635,tcp,4,1
2102717,tcp,4,1
2102718,tcp,4,1
2102719,tcp,4,1
2102720,tcp,4,1
2102721,tcp,4,1
2102674,tcp,4,1
2102722,tcp,4,1
2102723,tcp,4,1
2102724,tcp,4,1
2102725,tcp,4,1
2102727,tcp,4,1
